Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
NURSA_Human_Endogenous_Complexome,BL1799 (BCL11B),33/312,0.00019066314543955608,0.0030974094627316,0,0,2.0995186891961084,17.982382450981095,TOP2A;HNRNPU;PEBP1;SMC4;ELAVL1;TCOF1;YWHAQ;PUF60;SIN3A;LMNA;CCT7;TGM3;ACTR2;RBM39;XRCC6;RFC3;ACTL6A;DDX52;HNRNPAB;GATAD2A;PDIA4;HNRNPK;PRPF6;ACTC1;MTHFD1;EIF6;FUBP1;MAGED2;UBA1;TAF6;KIF20A;HNRNPC;MAD1L1
NURSA_Human_Endogenous_Complexome,BL5941 (WNK1),51/559,0.00019284064389242183,0.0031045606363581,0,0,1.7908407342977477,15.318218380977587,TOP2A;RNH1;HNRNPU;PEBP1;APEH;USP39;ELAVL1;PCMT1;CAPZB;YWHAQ;ARHGDIA;AP3S1;DLAT;RFC3;ACTL6A;ANXA5;DDX52;SND1;DDX19A;MTHFD1;EWSR1;MCM5;GART;MAD1L1;SMARCD2;DLST;SUPT6H;GANAB;PUF60;U2AF2;LMNA;EP400;CCT7;FDPS;RBM39;XRCC6;NPM1;PNO1;ZFC3H1;AP2B1;HNRNPAB;RAB11A;DNAJA1;HNRNPK;ACTC1;EIF6;MAGED2;UBA1;HNRNPC;P4HB;EIF3B
NURSA_Human_Endogenous_Complexome,BL1686 (BUB3),27/236,0.0002019853642798185,0.0032130896738799,0,0,2.2886581122227057,19.470336214056797,TOP2A;HNRNPU;ELAVL1;TCOF1;PUF60;LMNA;DLAT;RBM17;RBM39;NPM1;RFC3;PNO1;ACTL6A;DDX52;SOD2;GATAD2A;DNAJA1;HNRNPK;ACTC1;PACS1;FUBP1;MAGED2;TAF6;LAP3;KIF20A;HNRNPC;MAD1L1
NURSA_Human_Endogenous_Complexome,BL8108 (RAD54L2),50/546,0.0002031780263841288,0.0032130896738799,0,0,1.7976337320051212,15.282453717811176,TOP2A;AKAP8L;HP1BP3;HNRNPU;PEBP1;ELAVL1;PCMT1;CAPZB;YWHAQ;EFHD2;LUC7L;AP3S1;RFC3;SEC13;ACTL6A;DDX52;GTF2F1;SND1;ARFGAP2;PDIA4;DDX19A;MAD1L1;SF3B2;COPA;DDX27;AKAP8;TCOF1;PUF60;U2AF2;LMNA;CCT7;BRD4;RBM39;XRCC6;NPM1;PNO1;CNOT10;HNRNPAB;GATAD2A;DNAJA1;HNRNPK;GNL3L;ACTC1;EIF6;FUBP1;EIF3G;MAGED2;UBA1;HNRNPC;P4HB
NURSA_Human_Endogenous_Complexome,BL5990 (ZNF592),42/435,0.00021187451481215663,0.0032455851397985,0,0,1.901694641822675,16.08741695286805,TOP2A;LGALS3BP;SF3B2;HNRNPU;DLST;ELAVL1;TCOF1;CAPZB;PUF60;VPS72;SIN3A;U2AF2;LMNA;HMG20B;AP3S1;DLAT;CCT7;BRD4;HTATIP2;ACTR2;RBM39;RFC3;XRCC6;NPM1;CPSF1;IMP3;PIH1D1;ACTL6A;MBD2;CNOT10;DDX52;HNRNPAB;GATAD2A;DNAJA1;PRPF4;HNRNPK;ACTC1;OGDH;MAGED2;TAF6;HNRNPC;P4HB
NURSA_Human_Endogenous_Complexome,N2 (ESCO2),34/327,0.00021250778472620133,0.0032455851397985,0,0,2.0601970997894954,17.422122569370725,TOP2A;SF3B2;HDAC3;DOCK7;AKAP8L;CUL1;HNRNPU;AGAP1;HSPA14;SART1;TCOF1;MTHFD1L;CAPZB;PUF60;U2AF2;LMNA;TBL1X;RBM39;XRCC6;NPM1;RFC3;CPSF1;ACTL6A;PLEKHA5;ZFC3H1;DDX52;DDX19A;HNRNPK;POLR3A;ACTC1;TUBGCP5;EXOC3;MAGED2;HNRNPC
NURSA_Human_Endogenous_Complexome,BL5963 (RAF1),25/212,0.00021431395998670072,0.0032455851397985,0,0,2.366739787511499,19.99437988288932,TOP2A;HP1BP3;HNRNPU;PCMT1;GOLGA4;YWHAQ;LMNA;DLAT;XRCC6;NPM1;RFC3;ACTL6A;DDX52;HNRNPAB;FIG4;DNAJA1;AIMP2;HNRNPK;ACTC1;OGDH;TUBGCP5;MAGED2;HNRNPC;RAF1;RBM45
NURSA_Human_Endogenous_Complexome,BL4941 (TRIM3),25/212,0.00021431395998670072,0.0032455851397985,0,0,2.366739787511499,19.99437988288932,TOP2A;DOCK7;USP34;HNRNPU;DLST;TCOF1;YWHAQ;PUF60;LMNA;DLAT;FDFT1;NPM1;RFC3;HNRNPA3;DDX52;DDX19A;HNRNPK;PRPF6;ACTC1;PRC1;OGDH;MAGED2;ARHGEF1;UBA1;MAD1L1
NURSA_Human_Endogenous_Complexome,BL4545 (HMG20B),25/212,0.00021431395998670072,0.0032455851397985,0,0,2.366739787511499,19.99437988288932,TOP2A;HNRNPU;DLST;SUPT6H;ELAVL1;PPP2CB;PUF60;U2AF2;LMNA;LUC7L;HMG20B;DLAT;RFC3;PNO1;RPS5;DNTTIP1;AIP;DDX52;HNRNPAB;GATAD2A;DNAJA1;HNRNPK;OGDH;ARHGEF1;KIF20A
NURSA_Human_Endogenous_Complexome,BL2094 (MSH2),37/368,0.00022437827861422524,0.0033689430573046,0,0,1.9862228717658408,16.68859650069429,TOP2A;CSF1R;SF3B2;CUL1;HNRNPU;SMC4;PUF60;SIN3A;LMNA;CTNNA1;CCT7;PDLIM7;RBM39;XRCC6;NPM1;RFC3;KDM2A;PNO1;ACTL6A;AIP;CNOT10;DDX52;GTF2F1;NLE1;GATAD2A;NUP93;MED23;HNRNPK;ACTC1;UBE2S;FUBP1;MAGED2;ARHGEF1;TAF6;RAF1;MAD1L1;EIF4G2
